,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
43399,Gm44059,0,NA,NA,NA,NA,NA
43400,Gm44060,0,NA,NA,NA,NA,NA
43401,Gm44061,0,NA,NA,NA,NA,NA
43402,Gm44063,0,NA,NA,NA,NA,NA
43403,Gm44064,0,NA,NA,NA,NA,NA
43404,Gm44067,0,NA,NA,NA,NA,NA
43405,Gm44069,0,NA,NA,NA,NA,NA
43406,Gm44071,0,NA,NA,NA,NA,NA
43407,Gm44072,0,NA,NA,NA,NA,NA
43408,Gm44073,0,NA,NA,NA,NA,NA
43409,Gm44074,0,NA,NA,NA,NA,NA
43410,Gm44075,0,NA,NA,NA,NA,NA
43411,Gm44076,0,NA,NA,NA,NA,NA
43412,Gm44077,0,NA,NA,NA,NA,NA
43413,Gm44078,0,NA,NA,NA,NA,NA
43414,Gm44079,0,NA,NA,NA,NA,NA
43415,Gm44082,0,NA,NA,NA,NA,NA
43416,Gm44084,0,NA,NA,NA,NA,NA
43417,Gm44086,0,NA,NA,NA,NA,NA
43418,Gm44088,0,NA,NA,NA,NA,NA
43419,Gm44089,0,NA,NA,NA,NA,NA
43420,Gm4409,0,NA,NA,NA,NA,NA
43421,Gm44090,0,NA,NA,NA,NA,NA
43422,Gm44092,0,NA,NA,NA,NA,NA
43423,Gm44094,0,NA,NA,NA,NA,NA
43424,Gm44095,0,NA,NA,NA,NA,NA
43425,Gm44098,0,NA,NA,NA,NA,NA
43426,Gm44099,0,NA,NA,NA,NA,NA
43427,Gm4410,0,NA,NA,NA,NA,NA
43428,Gm44100,0,NA,NA,NA,NA,NA
43429,Gm44102,0,NA,NA,NA,NA,NA
43430,Gm44105,0,NA,NA,NA,NA,NA
43431,Gm44106,0,NA,NA,NA,NA,NA
43432,Gm44107,0,NA,NA,NA,NA,NA
43433,Gm44108,0,NA,NA,NA,NA,NA
43434,Gm44109,0,NA,NA,NA,NA,NA
43435,Gm44110,0,NA,NA,NA,NA,NA
43436,Gm44111,0,NA,NA,NA,NA,NA
43437,Gm44112,0,NA,NA,NA,NA,NA
43438,Gm44113,0,NA,NA,NA,NA,NA
43439,Gm44115,0,NA,NA,NA,NA,NA
43440,Gm44117,0,NA,NA,NA,NA,NA
43441,Gm44118,0,NA,NA,NA,NA,NA
43442,Gm4412,0,NA,NA,NA,NA,NA
43443,Gm44120,0,NA,NA,NA,NA,NA
43444,Gm44121,0,NA,NA,NA,NA,NA
43445,Gm44124,0,NA,NA,NA,NA,NA
43446,Gm44125,0,NA,NA,NA,NA,NA
43447,Gm44127,0,NA,NA,NA,NA,NA
43448,Gm44128,0,NA,NA,NA,NA,NA
43449,Gm44129,0,NA,NA,NA,NA,NA
43450,Gm44130,0,NA,NA,NA,NA,NA
43451,Gm44131,0,NA,NA,NA,NA,NA
43452,Gm44133,0,NA,NA,NA,NA,NA
43453,Gm44134,0,NA,NA,NA,NA,NA
43454,Gm44137,0,NA,NA,NA,NA,NA
43455,Gm44138,0,NA,NA,NA,NA,NA
43456,Gm44139,0,NA,NA,NA,NA,NA
43457,Gm44142,0,NA,NA,NA,NA,NA
43458,Gm44145,0,NA,NA,NA,NA,NA
43459,Gm44149,0,NA,NA,NA,NA,NA
43460,Gm44151,0,NA,NA,NA,NA,NA
43461,Gm44152,0,NA,NA,NA,NA,NA
43462,Gm44155,0,NA,NA,NA,NA,NA
43463,Gm44156,0,NA,NA,NA,NA,NA
43464,Gm44158,0,NA,NA,NA,NA,NA
43465,Gm44159,0,NA,NA,NA,NA,NA
43466,Gm44161,0,NA,NA,NA,NA,NA
43467,Gm44162,0,NA,NA,NA,NA,NA
43468,Gm44163,0,NA,NA,NA,NA,NA
43469,Gm44167,0,NA,NA,NA,NA,NA
43470,Gm44169,0,NA,NA,NA,NA,NA
43471,Gm44171,0,NA,NA,NA,NA,NA
43472,Gm44172,0,NA,NA,NA,NA,NA
43473,Gm44173,0,NA,NA,NA,NA,NA
43474,Gm44174,0,NA,NA,NA,NA,NA
43475,Gm44176,0,NA,NA,NA,NA,NA
43476,Gm44177,0,NA,NA,NA,NA,NA
43477,Gm44181,0,NA,NA,NA,NA,NA
43478,Gm44182,0,NA,NA,NA,NA,NA
43479,Gm44184,0,NA,NA,NA,NA,NA
43480,Gm44186,0,NA,NA,NA,NA,NA
43481,Gm44188,0,NA,NA,NA,NA,NA
43482,Gm44189,0,NA,NA,NA,NA,NA
43483,Gm44192,0,NA,NA,NA,NA,NA
43484,Gm44193,0,NA,NA,NA,NA,NA
43485,Gm44196,0,NA,NA,NA,NA,NA
43486,Gm44197,0,NA,NA,NA,NA,NA
43487,Gm44202,0,NA,NA,NA,NA,NA
43488,Gm44209,0,NA,NA,NA,NA,NA
43489,Gm44211,0,NA,NA,NA,NA,NA
43490,Gm44212,0,NA,NA,NA,NA,NA
43491,Gm44213,0,NA,NA,NA,NA,NA
43492,Gm44216,0,NA,NA,NA,NA,NA
43493,Gm44217,0,NA,NA,NA,NA,NA
43494,Gm44219,0,NA,NA,NA,NA,NA
43495,Gm44221,0,NA,NA,NA,NA,NA
43496,Gm44222,0,NA,NA,NA,NA,NA
43497,Gm44223,0,NA,NA,NA,NA,NA
43498,Gm44224,0,NA,NA,NA,NA,NA
43499,Gm44225,0,NA,NA,NA,NA,NA
43500,Gm44229,0,NA,NA,NA,NA,NA
43501,Gm44230,0,NA,NA,NA,NA,NA
43502,Gm44232,0,NA,NA,NA,NA,NA
43503,Gm44233,0,NA,NA,NA,NA,NA
43504,Gm44234,0,NA,NA,NA,NA,NA
43505,Gm44235,0,NA,NA,NA,NA,NA
43506,Gm44236,0,NA,NA,NA,NA,NA
43507,Gm44238,0,NA,NA,NA,NA,NA
43508,Gm44239,0,NA,NA,NA,NA,NA
43509,Gm44240,0,NA,NA,NA,NA,NA
43510,Gm44241,0,NA,NA,NA,NA,NA
43511,Gm44244,0,NA,NA,NA,NA,NA
43512,Gm44245,0,NA,NA,NA,NA,NA
43513,Gm44246,0,NA,NA,NA,NA,NA
43514,Gm44247,0,NA,NA,NA,NA,NA
43515,Gm44248,0,NA,NA,NA,NA,NA
43516,Gm4425,0,NA,NA,NA,NA,NA
43517,Gm44252,0,NA,NA,NA,NA,NA
43518,Gm44253,0,NA,NA,NA,NA,NA
43519,Gm44254,0,NA,NA,NA,NA,NA
43520,Gm44255,0,NA,NA,NA,NA,NA
43521,Gm44259,0,NA,NA,NA,NA,NA
43522,Gm44261,0,NA,NA,NA,NA,NA
43523,Gm44262,0,NA,NA,NA,NA,NA
43524,Gm44265,0,NA,NA,NA,NA,NA
43525,Gm44266,0,NA,NA,NA,NA,NA
43526,Gm44267,0,NA,NA,NA,NA,NA
43527,Gm44271,0,NA,NA,NA,NA,NA
43528,Gm44272,0,NA,NA,NA,NA,NA
43529,Gm44274,0,NA,NA,NA,NA,NA
43530,Gm44276,0,NA,NA,NA,NA,NA
43531,Gm44277,0,NA,NA,NA,NA,NA
43532,Gm44278,0,NA,NA,NA,NA,NA
43533,Gm44279,0,NA,NA,NA,NA,NA
43534,Gm44281,0,NA,NA,NA,NA,NA
43535,Gm44282,0,NA,NA,NA,NA,NA
43536,Gm44286,0,NA,NA,NA,NA,NA
43537,Gm44288,0,NA,NA,NA,NA,NA
43538,Gm44290,0,NA,NA,NA,NA,NA
43539,Gm44294,0,NA,NA,NA,NA,NA
43540,Gm44295,0,NA,NA,NA,NA,NA
43541,Gm44296,0,NA,NA,NA,NA,NA
43542,Gm44297,0,NA,NA,NA,NA,NA
43543,Gm44298,0,NA,NA,NA,NA,NA
43544,Gm44299,0,NA,NA,NA,NA,NA
43545,Gm44300,0,NA,NA,NA,NA,NA
43546,Gm44301,0,NA,NA,NA,NA,NA
43547,Gm44302,0,NA,NA,NA,NA,NA
43548,Gm44303,0,NA,NA,NA,NA,NA
43549,Gm44304,0,NA,NA,NA,NA,NA
43550,Gm44305,0,NA,NA,NA,NA,NA
43551,Gm44306,0,NA,NA,NA,NA,NA
43552,Gm44307,0,NA,NA,NA,NA,NA
43553,Gm44311,0,NA,NA,NA,NA,NA
43554,Gm44312,0,NA,NA,NA,NA,NA
43555,Gm44313,0,NA,NA,NA,NA,NA
43556,Gm44314,0,NA,NA,NA,NA,NA
43557,Gm44315,0,NA,NA,NA,NA,NA
43558,Gm44316,0,NA,NA,NA,NA,NA
43559,Gm44318,0,NA,NA,NA,NA,NA
43560,Gm44319,0,NA,NA,NA,NA,NA
43561,Gm44320,0,NA,NA,NA,NA,NA
43562,Gm44322,0,NA,NA,NA,NA,NA
43563,Gm44323,0,NA,NA,NA,NA,NA
43564,Gm44324,0,NA,NA,NA,NA,NA
43565,Gm44325,0,NA,NA,NA,NA,NA
43566,Gm44326,0,NA,NA,NA,NA,NA
43567,Gm44327,0,NA,NA,NA,NA,NA
43568,Gm44328,0,NA,NA,NA,NA,NA
43569,Gm44329,0,NA,NA,NA,NA,NA
43570,Gm44330,0,NA,NA,NA,NA,NA
43571,Gm44333,0,NA,NA,NA,NA,NA
43572,Gm44334,0,NA,NA,NA,NA,NA
43573,Gm44335,0,NA,NA,NA,NA,NA
43574,Gm44336,0,NA,NA,NA,NA,NA
43575,Gm44337,0,NA,NA,NA,NA,NA
43576,Gm44338,0,NA,NA,NA,NA,NA
43577,Gm44340,0,NA,NA,NA,NA,NA
43578,Gm44342,0,NA,NA,NA,NA,NA
43579,Gm44343,0,NA,NA,NA,NA,NA
43580,Gm44344,0,NA,NA,NA,NA,NA
43581,Gm44345,0,NA,NA,NA,NA,NA
43582,Gm44347,0,NA,NA,NA,NA,NA
43583,Gm44348,0,NA,NA,NA,NA,NA
43584,Gm44350,0,NA,NA,NA,NA,NA
43585,Gm44351,0,NA,NA,NA,NA,NA
43586,Gm44352,0,NA,NA,NA,NA,NA
43587,Gm44353,0,NA,NA,NA,NA,NA
43588,Gm44354,0,NA,NA,NA,NA,NA
43589,Gm44355,0,NA,NA,NA,NA,NA
43590,Gm44356,0,NA,NA,NA,NA,NA
43591,Gm44358,0,NA,NA,NA,NA,NA
43592,Gm44359,0,NA,NA,NA,NA,NA
43593,Gm44360,0,NA,NA,NA,NA,NA
43594,Gm44361,0,NA,NA,NA,NA,NA
43595,Gm44363,0,NA,NA,NA,NA,NA
43596,Gm44364,0,NA,NA,NA,NA,NA
43597,Gm44365,0,NA,NA,NA,NA,NA
43598,Gm44370,0,NA,NA,NA,NA,NA
43599,Gm44371,0,NA,NA,NA,NA,NA
43600,Gm44372,0,NA,NA,NA,NA,NA
43601,Gm44373,0,NA,NA,NA,NA,NA
43602,Gm44374,0,NA,NA,NA,NA,NA
43603,Gm44376,0,NA,NA,NA,NA,NA
43604,Gm44377,0,NA,NA,NA,NA,NA
43605,Gm44378,0,NA,NA,NA,NA,NA
43606,Gm44381,0,NA,NA,NA,NA,NA
43607,Gm44382,0,NA,NA,NA,NA,NA
43608,Gm44383,0,NA,NA,NA,NA,NA
43609,Gm44385,0,NA,NA,NA,NA,NA
43610,Gm44387,0,NA,NA,NA,NA,NA
43611,Gm44388,0,NA,NA,NA,NA,NA
43612,Gm44390,0,NA,NA,NA,NA,NA
43613,Gm44391,0,NA,NA,NA,NA,NA
43614,Gm44392,0,NA,NA,NA,NA,NA
43615,Gm44393,0,NA,NA,NA,NA,NA
43616,Gm44394,0,NA,NA,NA,NA,NA
43617,Gm44395,0,NA,NA,NA,NA,NA
43618,Gm44396,0,NA,NA,NA,NA,NA
43619,Gm44397,0,NA,NA,NA,NA,NA
43620,Gm44398,0,NA,NA,NA,NA,NA
43621,Gm44399,0,NA,NA,NA,NA,NA
43622,Gm44400,0,NA,NA,NA,NA,NA
43623,Gm44402,0,NA,NA,NA,NA,NA
43624,Gm44403,0,NA,NA,NA,NA,NA
43625,Gm44404,0,NA,NA,NA,NA,NA
43626,Gm44407,0,NA,NA,NA,NA,NA
43627,Gm44408,0,NA,NA,NA,NA,NA
43628,Gm44409,0,NA,NA,NA,NA,NA
43629,Gm44410,0,NA,NA,NA,NA,NA
43630,Gm44412,0,NA,NA,NA,NA,NA
43631,Gm44413,0,NA,NA,NA,NA,NA
43632,Gm44420,0,NA,NA,NA,NA,NA
43633,Gm44421,0,NA,NA,NA,NA,NA
43634,Gm44422,0,NA,NA,NA,NA,NA
43635,Gm44425,0,NA,NA,NA,NA,NA
43636,Gm44426,0,NA,NA,NA,NA,NA
43637,Gm44427,0,NA,NA,NA,NA,NA
43638,Gm44433,0,NA,NA,NA,NA,NA
43639,Gm44435,0,NA,NA,NA,NA,NA
43640,Gm44436,0,NA,NA,NA,NA,NA
43641,Gm44437,0,NA,NA,NA,NA,NA
43642,Gm44438,0,NA,NA,NA,NA,NA
43643,Gm44439,0,NA,NA,NA,NA,NA
43644,Gm44440,0,NA,NA,NA,NA,NA
43645,Gm44441,0,NA,NA,NA,NA,NA
43646,Gm44442,0,NA,NA,NA,NA,NA
43647,Gm44447,0,NA,NA,NA,NA,NA
43648,Gm44448,0,NA,NA,NA,NA,NA
43649,Gm44449,0,NA,NA,NA,NA,NA
43650,Gm44450,0,NA,NA,NA,NA,NA
43651,Gm44451,0,NA,NA,NA,NA,NA
43652,Gm44452,0,NA,NA,NA,NA,NA
43653,Gm44453,0,NA,NA,NA,NA,NA
43654,Gm44455,0,NA,NA,NA,NA,NA
43655,Gm44456,0,NA,NA,NA,NA,NA
43656,Gm44457,0,NA,NA,NA,NA,NA
43657,Gm44459,0,NA,NA,NA,NA,NA
43658,Gm44460,0,NA,NA,NA,NA,NA
43659,Gm44461,0,NA,NA,NA,NA,NA
43660,Gm44462,0,NA,NA,NA,NA,NA
43661,Gm44463,0,NA,NA,NA,NA,NA
43662,Gm44464,0,NA,NA,NA,NA,NA
43663,Gm44466,0,NA,NA,NA,NA,NA
43664,Gm44467,0,NA,NA,NA,NA,NA
43665,Gm44468,0,NA,NA,NA,NA,NA
43666,Gm44469,0,NA,NA,NA,NA,NA
43667,Gm44470,0,NA,NA,NA,NA,NA
43668,Gm44471,0,NA,NA,NA,NA,NA
43669,Gm44472,0,NA,NA,NA,NA,NA
43670,Gm44473,0,NA,NA,NA,NA,NA
43671,Gm44474,0,NA,NA,NA,NA,NA
43672,Gm44475,0,NA,NA,NA,NA,NA
43673,Gm44476,0,NA,NA,NA,NA,NA
43674,Gm44477,0,NA,NA,NA,NA,NA
43675,Gm44478,0,NA,NA,NA,NA,NA
43676,Gm44479,0,NA,NA,NA,NA,NA
43677,Gm44480,0,NA,NA,NA,NA,NA
43678,Gm44482,0,NA,NA,NA,NA,NA
43679,Gm44485,0,NA,NA,NA,NA,NA
43680,Gm44486,0,NA,NA,NA,NA,NA
43681,Gm44487,0,NA,NA,NA,NA,NA
43682,Gm44489,0,NA,NA,NA,NA,NA
43683,Gm44490,0,NA,NA,NA,NA,NA
43684,Gm44491,0,NA,NA,NA,NA,NA
43685,Gm44492,0,NA,NA,NA,NA,NA
43686,Gm44493,0,NA,NA,NA,NA,NA
43687,Gm44494,0,NA,NA,NA,NA,NA
43688,Gm44495,0,NA,NA,NA,NA,NA
43689,Gm44496,0,NA,NA,NA,NA,NA
43690,Gm44497,0,NA,NA,NA,NA,NA
43691,Gm44498,0,NA,NA,NA,NA,NA
43692,Gm44499,0,NA,NA,NA,NA,NA
43693,Gm44500,0,NA,NA,NA,NA,NA
43694,Gm44501,0,NA,NA,NA,NA,NA
43695,Gm44506,0,NA,NA,NA,NA,NA
43696,Gm44507,0,NA,NA,NA,NA,NA
43697,Gm4451,0,NA,NA,NA,NA,NA
43698,Gm44511,0,NA,NA,NA,NA,NA
43699,Gm44512,0,NA,NA,NA,NA,NA
43700,Gm44513,0,NA,NA,NA,NA,NA
43701,Gm44515,0,NA,NA,NA,NA,NA
43702,Gm44516,0,NA,NA,NA,NA,NA
43703,Gm44517,0,NA,NA,NA,NA,NA
43704,Gm44518,0,NA,NA,NA,NA,NA
43705,Gm44519,0,NA,NA,NA,NA,NA
43706,Gm44520,0,NA,NA,NA,NA,NA
43707,Gm44522,0,NA,NA,NA,NA,NA
43708,Gm44525,0,NA,NA,NA,NA,NA
43709,Gm44526,0,NA,NA,NA,NA,NA
43710,Gm44531,0,NA,NA,NA,NA,NA
43711,Gm44532,0,NA,NA,NA,NA,NA
43712,Gm44533,0,NA,NA,NA,NA,NA
43713,Gm44534,0,NA,NA,NA,NA,NA
43714,Gm44535,0,NA,NA,NA,NA,NA
43715,Gm44536,0,NA,NA,NA,NA,NA
43716,Gm44537,0,NA,NA,NA,NA,NA
43717,Gm44538,0,NA,NA,NA,NA,NA
43718,Gm44539,0,NA,NA,NA,NA,NA
43719,Gm4454,0,NA,NA,NA,NA,NA
43720,Gm44540,0,NA,NA,NA,NA,NA
43721,Gm44541,0,NA,NA,NA,NA,NA
43722,Gm44543,0,NA,NA,NA,NA,NA
43723,Gm44544,0,NA,NA,NA,NA,NA
43724,Gm44546,0,NA,NA,NA,NA,NA
43725,Gm44547,0,NA,NA,NA,NA,NA
43726,Gm44548,0,NA,NA,NA,NA,NA
43727,Gm44551,0,NA,NA,NA,NA,NA
43728,Gm44554,0,NA,NA,NA,NA,NA
43729,Gm44555,0,NA,NA,NA,NA,NA
43730,Gm44558,0,NA,NA,NA,NA,NA
43731,Gm44561,0,NA,NA,NA,NA,NA
43732,Gm44563,0,NA,NA,NA,NA,NA
43733,Gm44564,0,NA,NA,NA,NA,NA
43734,Gm44565,0,NA,NA,NA,NA,NA
43735,Gm44566,0,NA,NA,NA,NA,NA
43736,Gm44569,0,NA,NA,NA,NA,NA
43737,Gm44574,0,NA,NA,NA,NA,NA
43738,Gm44575,0,NA,NA,NA,NA,NA
43739,Gm44578,0,NA,NA,NA,NA,NA
43740,Gm44579,0,NA,NA,NA,NA,NA
43741,Gm44580,0,NA,NA,NA,NA,NA
43742,Gm44582,0,NA,NA,NA,NA,NA
43743,Gm44583,0,NA,NA,NA,NA,NA
43744,Gm44584,0,NA,NA,NA,NA,NA
43745,Gm44585,0,NA,NA,NA,NA,NA
43746,Gm44588,0,NA,NA,NA,NA,NA
43747,Gm44590,0,NA,NA,NA,NA,NA
43748,Gm44591,0,NA,NA,NA,NA,NA
43749,Gm44593,0,NA,NA,NA,NA,NA
43750,Gm44594,0,NA,NA,NA,NA,NA
43751,Gm44596,0,NA,NA,NA,NA,NA
43752,Gm44598,0,NA,NA,NA,NA,NA
43753,Gm44599,0,NA,NA,NA,NA,NA
43754,Gm44600,0,NA,NA,NA,NA,NA
43755,Gm44601,0,NA,NA,NA,NA,NA
43756,Gm44602,0,NA,NA,NA,NA,NA
43757,Gm44603,0,NA,NA,NA,NA,NA
43758,Gm44604,0,NA,NA,NA,NA,NA
43759,Gm44605,0,NA,NA,NA,NA,NA
43760,Gm44606,0,NA,NA,NA,NA,NA
43761,Gm44607,0,NA,NA,NA,NA,NA
43762,Gm44608,0,NA,NA,NA,NA,NA
43763,Gm4461,0,NA,NA,NA,NA,NA
43764,Gm44610,0,NA,NA,NA,NA,NA
43765,Gm44611,0,NA,NA,NA,NA,NA
43766,Gm44612,0,NA,NA,NA,NA,NA
43767,Gm44613,0,NA,NA,NA,NA,NA
43768,Gm44614,0,NA,NA,NA,NA,NA
43769,Gm44615,0,NA,NA,NA,NA,NA
43770,Gm44617,0,NA,NA,NA,NA,NA
43771,Gm44619,0,NA,NA,NA,NA,NA
43772,Gm44621,0,NA,NA,NA,NA,NA
43773,Gm44622,0,NA,NA,NA,NA,NA
43774,Gm44626,0,NA,NA,NA,NA,NA
43775,Gm44628,0,NA,NA,NA,NA,NA
43776,Gm44629,0,NA,NA,NA,NA,NA
43777,Gm44631,0,NA,NA,NA,NA,NA
43778,Gm44632,0,NA,NA,NA,NA,NA
43779,Gm44634,0,NA,NA,NA,NA,NA
43780,Gm44635,0,NA,NA,NA,NA,NA
43781,Gm44638,0,NA,NA,NA,NA,NA
43782,Gm44642,0,NA,NA,NA,NA,NA
43783,Gm44643,0,NA,NA,NA,NA,NA
43784,Gm44644,0,NA,NA,NA,NA,NA
43785,Gm44650,0,NA,NA,NA,NA,NA
43786,Gm44651,0,NA,NA,NA,NA,NA
43787,Gm44654,0,NA,NA,NA,NA,NA
43788,Gm44655,0,NA,NA,NA,NA,NA
43789,Gm44656,0,NA,NA,NA,NA,NA
43790,Gm44657,0,NA,NA,NA,NA,NA
43791,Gm44660,0,NA,NA,NA,NA,NA
43792,Gm44661,0,NA,NA,NA,NA,NA
43793,Gm44665,0,NA,NA,NA,NA,NA
43794,Gm44666,0,NA,NA,NA,NA,NA
43795,Gm44670,0,NA,NA,NA,NA,NA
43796,Gm44671,0,NA,NA,NA,NA,NA
43797,Gm44674,0,NA,NA,NA,NA,NA
43798,Gm44675,0,NA,NA,NA,NA,NA
43799,Gm44676,0,NA,NA,NA,NA,NA
43800,Gm44677,0,NA,NA,NA,NA,NA
43801,Gm44678,0,NA,NA,NA,NA,NA
43802,Gm44679,0,NA,NA,NA,NA,NA
43803,Gm44680,0,NA,NA,NA,NA,NA
43804,Gm44681,0,NA,NA,NA,NA,NA
43805,Gm44682,0,NA,NA,NA,NA,NA
43806,Gm44683,0,NA,NA,NA,NA,NA
43807,Gm44687,0,NA,NA,NA,NA,NA
43808,Gm44688,0,NA,NA,NA,NA,NA
43809,Gm44689,0,NA,NA,NA,NA,NA
43810,Gm44690,0,NA,NA,NA,NA,NA
43811,Gm44691,0,NA,NA,NA,NA,NA
43812,Gm44692,0,NA,NA,NA,NA,NA
43813,Gm44693,0,NA,NA,NA,NA,NA
43814,Gm44695,0,NA,NA,NA,NA,NA
43815,Gm44696,0,NA,NA,NA,NA,NA
43816,Gm44700,0,NA,NA,NA,NA,NA
43817,Gm44701,0,NA,NA,NA,NA,NA
43818,Gm44703,0,NA,NA,NA,NA,NA
43819,Gm44707,0,NA,NA,NA,NA,NA
43820,Gm44708,0,NA,NA,NA,NA,NA
43821,Gm44711,0,NA,NA,NA,NA,NA
43822,Gm44713,0,NA,NA,NA,NA,NA
43823,Gm44714,0,NA,NA,NA,NA,NA
43824,Gm44715,0,NA,NA,NA,NA,NA
43825,Gm44716,0,NA,NA,NA,NA,NA
43826,Gm44717,0,NA,NA,NA,NA,NA
43827,Gm44718,0,NA,NA,NA,NA,NA
43828,Gm44719,0,NA,NA,NA,NA,NA
43829,Gm44720,0,NA,NA,NA,NA,NA
43830,Gm44721,0,NA,NA,NA,NA,NA
43831,Gm44722,0,NA,NA,NA,NA,NA
43832,Gm44723,0,NA,NA,NA,NA,NA
43833,Gm44724,0,NA,NA,NA,NA,NA
43834,Gm44725,0,NA,NA,NA,NA,NA
43835,Gm44726,0,NA,NA,NA,NA,NA
43836,Gm44727,0,NA,NA,NA,NA,NA
43837,Gm44728,0,NA,NA,NA,NA,NA
43838,Gm44730,0,NA,NA,NA,NA,NA
43839,Gm44733,0,NA,NA,NA,NA,NA
43840,Gm44736,0,NA,NA,NA,NA,NA
43841,Gm44737,0,NA,NA,NA,NA,NA
43842,Gm44738,0,NA,NA,NA,NA,NA
43843,Gm44740,0,NA,NA,NA,NA,NA
43844,Gm44741,0,NA,NA,NA,NA,NA
43845,Gm44742,0,NA,NA,NA,NA,NA
43846,Gm44743,0,NA,NA,NA,NA,NA
43847,Gm44744,0,NA,NA,NA,NA,NA
43848,Gm44747,0,NA,NA,NA,NA,NA
43849,Gm44748,0,NA,NA,NA,NA,NA
43850,Gm44749,0,NA,NA,NA,NA,NA
43851,Gm44753,0,NA,NA,NA,NA,NA
43852,Gm44754,0,NA,NA,NA,NA,NA
43853,Gm44755,0,NA,NA,NA,NA,NA
43854,Gm44756,0,NA,NA,NA,NA,NA
43855,Gm44757,0,NA,NA,NA,NA,NA
43856,Gm44758,0,NA,NA,NA,NA,NA
43857,Gm44761,0,NA,NA,NA,NA,NA
43858,Gm44765,0,NA,NA,NA,NA,NA
43859,Gm44766,0,NA,NA,NA,NA,NA
43860,Gm44767,0,NA,NA,NA,NA,NA
43861,Gm44768,0,NA,NA,NA,NA,NA
43862,Gm44769,0,NA,NA,NA,NA,NA
43863,Gm44770,0,NA,NA,NA,NA,NA
43864,Gm44773,0,NA,NA,NA,NA,NA
43865,Gm44778,0,NA,NA,NA,NA,NA
43866,Gm44779,0,NA,NA,NA,NA,NA
43867,Gm44780,0,NA,NA,NA,NA,NA
43868,Gm44781,0,NA,NA,NA,NA,NA
43869,Gm44782,0,NA,NA,NA,NA,NA
43870,Gm44784,0,NA,NA,NA,NA,NA
43871,Gm44785,0,NA,NA,NA,NA,NA
43872,Gm44786,0,NA,NA,NA,NA,NA
43873,Gm44787,0,NA,NA,NA,NA,NA
43874,Gm44788,0,NA,NA,NA,NA,NA
43875,Gm4479,0,NA,NA,NA,NA,NA
43876,Gm44791,0,NA,NA,NA,NA,NA
43877,Gm44793,0,NA,NA,NA,NA,NA
43878,Gm44794,0,NA,NA,NA,NA,NA
43879,Gm44795,0,NA,NA,NA,NA,NA
43880,Gm44797,0,NA,NA,NA,NA,NA
43881,Gm44798,0,NA,NA,NA,NA,NA
43882,Gm44799,0,NA,NA,NA,NA,NA
43883,Gm44800,0,NA,NA,NA,NA,NA
43884,Gm44801,0,NA,NA,NA,NA,NA
43885,Gm44802,0,NA,NA,NA,NA,NA
43886,Gm44803,0,NA,NA,NA,NA,NA
43887,Gm44804,0,NA,NA,NA,NA,NA
43888,Gm44806,0,NA,NA,NA,NA,NA
43889,Gm44807,0,NA,NA,NA,NA,NA
43890,Gm44808,0,NA,NA,NA,NA,NA
43891,Gm44809,0,NA,NA,NA,NA,NA
43892,Gm44810,0,NA,NA,NA,NA,NA
43893,Gm44811,0,NA,NA,NA,NA,NA
43894,Gm44812,0,NA,NA,NA,NA,NA
43895,Gm44813,0,NA,NA,NA,NA,NA
43896,Gm44814,0,NA,NA,NA,NA,NA
43897,Gm44817,0,NA,NA,NA,NA,NA
43898,Gm44818,0,NA,NA,NA,NA,NA
43899,Gm44820,0,NA,NA,NA,NA,NA
43900,Gm44821,0,NA,NA,NA,NA,NA
43901,Gm44823,0,NA,NA,NA,NA,NA
43902,Gm44825,0,NA,NA,NA,NA,NA
43903,Gm44826,0,NA,NA,NA,NA,NA
43904,Gm44827,0,NA,NA,NA,NA,NA
43905,Gm44828,0,NA,NA,NA,NA,NA
43906,Gm44831,0,NA,NA,NA,NA,NA
43907,Gm44835,0,NA,NA,NA,NA,NA
43908,Gm44838,0,NA,NA,NA,NA,NA
43909,Gm44839,0,NA,NA,NA,NA,NA
43910,Gm44840,0,NA,NA,NA,NA,NA
43911,Gm44841,0,NA,NA,NA,NA,NA
43912,Gm44842,0,NA,NA,NA,NA,NA
43913,Gm44843,0,NA,NA,NA,NA,NA
43914,Gm44844,0,NA,NA,NA,NA,NA
43915,Gm44845,0,NA,NA,NA,NA,NA
43916,Gm44846,0,NA,NA,NA,NA,NA
43917,Gm44847,0,NA,NA,NA,NA,NA
43918,Gm44848,0,NA,NA,NA,NA,NA
43919,Gm44849,0,NA,NA,NA,NA,NA
43920,Gm44852,0,NA,NA,NA,NA,NA
43921,Gm44853,0,NA,NA,NA,NA,NA
43922,Gm44854,0,NA,NA,NA,NA,NA
43923,Gm44856,0,NA,NA,NA,NA,NA
43924,Gm44857,0,NA,NA,NA,NA,NA
43925,Gm44858,0,NA,NA,NA,NA,NA
43926,Gm44859,0,NA,NA,NA,NA,NA
43927,Gm44862,0,NA,NA,NA,NA,NA
43928,Gm44863,0,NA,NA,NA,NA,NA
43929,Gm44864,0,NA,NA,NA,NA,NA
43930,Gm44865,0,NA,NA,NA,NA,NA
43931,Gm44866,0,NA,NA,NA,NA,NA
43932,Gm44868,0,NA,NA,NA,NA,NA
43933,Gm4487,0,NA,NA,NA,NA,NA
43934,Gm44871,0,NA,NA,NA,NA,NA
43935,Gm44874,0,NA,NA,NA,NA,NA
