,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
42862,Gm43179,0,NA,NA,NA,NA,NA
42863,Gm43183,0,NA,NA,NA,NA,NA
42864,Gm43184,0,NA,NA,NA,NA,NA
42865,Gm43186,0,NA,NA,NA,NA,NA
42866,Gm43187,0,NA,NA,NA,NA,NA
42867,Gm43188,0,NA,NA,NA,NA,NA
42868,Gm43189,0,NA,NA,NA,NA,NA
42869,Gm4319,0,NA,NA,NA,NA,NA
42870,Gm43192,0,NA,NA,NA,NA,NA
42871,Gm43193,0,NA,NA,NA,NA,NA
42872,Gm43194,0,NA,NA,NA,NA,NA
42873,Gm43195,0,NA,NA,NA,NA,NA
42874,Gm43198,0,NA,NA,NA,NA,NA
42875,Gm43199,0,NA,NA,NA,NA,NA
42876,Gm43202,0,NA,NA,NA,NA,NA
42877,Gm43204,0,NA,NA,NA,NA,NA
42878,Gm43206,0,NA,NA,NA,NA,NA
42879,Gm43207,0,NA,NA,NA,NA,NA
42880,Gm43208,0,NA,NA,NA,NA,NA
42881,Gm43209,0,NA,NA,NA,NA,NA
42882,Gm4321,0,NA,NA,NA,NA,NA
42883,Gm43212,0,NA,NA,NA,NA,NA
42884,Gm43217,0,NA,NA,NA,NA,NA
42885,Gm43219,0,NA,NA,NA,NA,NA
42886,Gm4322,0,NA,NA,NA,NA,NA
42887,Gm43220,0,NA,NA,NA,NA,NA
42888,Gm43222,0,NA,NA,NA,NA,NA
42889,Gm43224,0,NA,NA,NA,NA,NA
42890,Gm43225,0,NA,NA,NA,NA,NA
42891,Gm43226,0,NA,NA,NA,NA,NA
42892,Gm43227,0,NA,NA,NA,NA,NA
42893,Gm43228,0,NA,NA,NA,NA,NA
42894,Gm43230,0,NA,NA,NA,NA,NA
42895,Gm43231,0,NA,NA,NA,NA,NA
42896,Gm43232,0,NA,NA,NA,NA,NA
42897,Gm43233,0,NA,NA,NA,NA,NA
42898,Gm43234,0,NA,NA,NA,NA,NA
42899,Gm43235,0,NA,NA,NA,NA,NA
42900,Gm43236,0,NA,NA,NA,NA,NA
42901,Gm43238,0,NA,NA,NA,NA,NA
42902,Gm43239,0,NA,NA,NA,NA,NA
42903,Gm43240,0,NA,NA,NA,NA,NA
42904,Gm43241,0,NA,NA,NA,NA,NA
42905,Gm43242,0,NA,NA,NA,NA,NA
42906,Gm43243,0,NA,NA,NA,NA,NA
42907,Gm43244,0,NA,NA,NA,NA,NA
42908,Gm43246,0,NA,NA,NA,NA,NA
42909,Gm43248,0,NA,NA,NA,NA,NA
42910,Gm43249,0,NA,NA,NA,NA,NA
42911,Gm43250,0,NA,NA,NA,NA,NA
42912,Gm43251,0,NA,NA,NA,NA,NA
42913,Gm43253,0,NA,NA,NA,NA,NA
42914,Gm43255,0,NA,NA,NA,NA,NA
42915,Gm43256,0,NA,NA,NA,NA,NA
42916,Gm43257,0,NA,NA,NA,NA,NA
42917,Gm43258,0,NA,NA,NA,NA,NA
42918,Gm43259,0,NA,NA,NA,NA,NA
42919,Gm43260,0,NA,NA,NA,NA,NA
42920,Gm43262,0,NA,NA,NA,NA,NA
42921,Gm43264,0,NA,NA,NA,NA,NA
42922,Gm43265,0,NA,NA,NA,NA,NA
42923,Gm43269,0,NA,NA,NA,NA,NA
42924,Gm43271,0,NA,NA,NA,NA,NA
42925,Gm43276,0,NA,NA,NA,NA,NA
42926,Gm43277,0,NA,NA,NA,NA,NA
42927,Gm43278,0,NA,NA,NA,NA,NA
42928,Gm43280,0,NA,NA,NA,NA,NA
42929,Gm43281,0,NA,NA,NA,NA,NA
42930,Gm43282,0,NA,NA,NA,NA,NA
42931,Gm43283,0,NA,NA,NA,NA,NA
42932,Gm43284,0,NA,NA,NA,NA,NA
42933,Gm43285,0,NA,NA,NA,NA,NA
42934,Gm43286,0,NA,NA,NA,NA,NA
42935,Gm43287,0,NA,NA,NA,NA,NA
42936,Gm43288,0,NA,NA,NA,NA,NA
42937,Gm43291,0,NA,NA,NA,NA,NA
42938,Gm43293,0,NA,NA,NA,NA,NA
42939,Gm43295,0,NA,NA,NA,NA,NA
42940,Gm43297,0,NA,NA,NA,NA,NA
42941,Gm43298,0,NA,NA,NA,NA,NA
42942,Gm43299,0,NA,NA,NA,NA,NA
42943,Gm43301,0,NA,NA,NA,NA,NA
42944,Gm43304,0,NA,NA,NA,NA,NA
42945,Gm43306,0,NA,NA,NA,NA,NA
42946,Gm43308,0,NA,NA,NA,NA,NA
42947,Gm43309,0,NA,NA,NA,NA,NA
42948,Gm43314,0,NA,NA,NA,NA,NA
42949,Gm43315,0,NA,NA,NA,NA,NA
42950,Gm43316,0,NA,NA,NA,NA,NA
42951,Gm43317,0,NA,NA,NA,NA,NA
42952,Gm43319,0,NA,NA,NA,NA,NA
42953,Gm43320,0,NA,NA,NA,NA,NA
42954,Gm43321,0,NA,NA,NA,NA,NA
42955,Gm43322,0,NA,NA,NA,NA,NA
42956,Gm43324,0,NA,NA,NA,NA,NA
42957,Gm43325,0,NA,NA,NA,NA,NA
42958,Gm43326,0,NA,NA,NA,NA,NA
42959,Gm43327,0,NA,NA,NA,NA,NA
42960,Gm43334,0,NA,NA,NA,NA,NA
42961,Gm43340,0,NA,NA,NA,NA,NA
42962,Gm43341,0,NA,NA,NA,NA,NA
42963,Gm43342,0,NA,NA,NA,NA,NA
42964,Gm43344,0,NA,NA,NA,NA,NA
42965,Gm43345,0,NA,NA,NA,NA,NA
42966,Gm43346,0,NA,NA,NA,NA,NA
42967,Gm43347,0,NA,NA,NA,NA,NA
42968,Gm43348,0,NA,NA,NA,NA,NA
42969,Gm43349,0,NA,NA,NA,NA,NA
42970,Gm43353,0,NA,NA,NA,NA,NA
42971,Gm43354,0,NA,NA,NA,NA,NA
42972,Gm43355,0,NA,NA,NA,NA,NA
42973,Gm43356,0,NA,NA,NA,NA,NA
42974,Gm43358,0,NA,NA,NA,NA,NA
42975,Gm43363,0,NA,NA,NA,NA,NA
42976,Gm43366,0,NA,NA,NA,NA,NA
42977,Gm43367,0,NA,NA,NA,NA,NA
42978,Gm43368,0,NA,NA,NA,NA,NA
42979,Gm43369,0,NA,NA,NA,NA,NA
42980,Gm43370,0,NA,NA,NA,NA,NA
42981,Gm43371,0,NA,NA,NA,NA,NA
42982,Gm43373,0,NA,NA,NA,NA,NA
42983,Gm43374,0,NA,NA,NA,NA,NA
42984,Gm43376,0,NA,NA,NA,NA,NA
42985,Gm43377,0,NA,NA,NA,NA,NA
42986,Gm43380,0,NA,NA,NA,NA,NA
42987,Gm43381,0,NA,NA,NA,NA,NA
42988,Gm43382,0,NA,NA,NA,NA,NA
42989,Gm43383,0,NA,NA,NA,NA,NA
42990,Gm43384,0,NA,NA,NA,NA,NA
42991,Gm43385,0,NA,NA,NA,NA,NA
42992,Gm43388,0,NA,NA,NA,NA,NA
42993,Gm43390,0,NA,NA,NA,NA,NA
42994,Gm43391,0,NA,NA,NA,NA,NA
42995,Gm43394,0,NA,NA,NA,NA,NA
42996,Gm43395,0,NA,NA,NA,NA,NA
42997,Gm43396,0,NA,NA,NA,NA,NA
42998,Gm43397,0,NA,NA,NA,NA,NA
42999,Gm43399,0,NA,NA,NA,NA,NA
43000,Gm4340,0,NA,NA,NA,NA,NA
43001,Gm43400,0,NA,NA,NA,NA,NA
43002,Gm43401,0,NA,NA,NA,NA,NA
43003,Gm43402,0,NA,NA,NA,NA,NA
43004,Gm43404,0,NA,NA,NA,NA,NA
43005,Gm43405,0,NA,NA,NA,NA,NA
43006,Gm43406,0,NA,NA,NA,NA,NA
43007,Gm43407,0,NA,NA,NA,NA,NA
43008,Gm43408,0,NA,NA,NA,NA,NA
43009,Gm43410,0,NA,NA,NA,NA,NA
43010,Gm43411,0,NA,NA,NA,NA,NA
43011,Gm43414,0,NA,NA,NA,NA,NA
43012,Gm43415,0,NA,NA,NA,NA,NA
43013,Gm43416,0,NA,NA,NA,NA,NA
43014,Gm43417,0,NA,NA,NA,NA,NA
43015,Gm43418,0,NA,NA,NA,NA,NA
43016,Gm43419,0,NA,NA,NA,NA,NA
43017,Gm43424,0,NA,NA,NA,NA,NA
43018,Gm43426,0,NA,NA,NA,NA,NA
43019,Gm43427,0,NA,NA,NA,NA,NA
43020,Gm43431,0,NA,NA,NA,NA,NA
43021,Gm43434,0,NA,NA,NA,NA,NA
43022,Gm43438,0,NA,NA,NA,NA,NA
43023,Gm43440,0,NA,NA,NA,NA,NA
43024,Gm43441,0,NA,NA,NA,NA,NA
43025,Gm43443,0,NA,NA,NA,NA,NA
43026,Gm43446,0,NA,NA,NA,NA,NA
43027,Gm43447,0,NA,NA,NA,NA,NA
43028,Gm43448,0,NA,NA,NA,NA,NA
43029,Gm43449,0,NA,NA,NA,NA,NA
43030,Gm43450,0,NA,NA,NA,NA,NA
43031,Gm43451,0,NA,NA,NA,NA,NA
43032,Gm43452,0,NA,NA,NA,NA,NA
43033,Gm43453,0,NA,NA,NA,NA,NA
43034,Gm43454,0,NA,NA,NA,NA,NA
43035,Gm43456,0,NA,NA,NA,NA,NA
43036,Gm43458,0,NA,NA,NA,NA,NA
43037,Gm43459,0,NA,NA,NA,NA,NA
43038,Gm43463,0,NA,NA,NA,NA,NA
43039,Gm43465,0,NA,NA,NA,NA,NA
43040,Gm43467,0,NA,NA,NA,NA,NA
43041,Gm43468,0,NA,NA,NA,NA,NA
43042,Gm43470,0,NA,NA,NA,NA,NA
43043,Gm43472,0,NA,NA,NA,NA,NA
43044,Gm43473,0,NA,NA,NA,NA,NA
43045,Gm43475,0,NA,NA,NA,NA,NA
43046,Gm43476,0,NA,NA,NA,NA,NA
43047,Gm43477,0,NA,NA,NA,NA,NA
43048,Gm43478,0,NA,NA,NA,NA,NA
43049,Gm43483,0,NA,NA,NA,NA,NA
43050,Gm43485,0,NA,NA,NA,NA,NA
43051,Gm43486,0,NA,NA,NA,NA,NA
43052,Gm43487,0,NA,NA,NA,NA,NA
43053,Gm43488,0,NA,NA,NA,NA,NA
43054,Gm43490,0,NA,NA,NA,NA,NA
43055,Gm43491,0,NA,NA,NA,NA,NA
43056,Gm43492,0,NA,NA,NA,NA,NA
43057,Gm43496,0,NA,NA,NA,NA,NA
43058,Gm43497,0,NA,NA,NA,NA,NA
43059,Gm43500,0,NA,NA,NA,NA,NA
43060,Gm43501,0,NA,NA,NA,NA,NA
43061,Gm43502,0,NA,NA,NA,NA,NA
43062,Gm43504,0,NA,NA,NA,NA,NA
43063,Gm43505,0,NA,NA,NA,NA,NA
43064,Gm43506,0,NA,NA,NA,NA,NA
43065,Gm43507,0,NA,NA,NA,NA,NA
43066,Gm43508,0,NA,NA,NA,NA,NA
43067,Gm43510,0,NA,NA,NA,NA,NA
43068,Gm43512,0,NA,NA,NA,NA,NA
43069,Gm43515,0,NA,NA,NA,NA,NA
43070,Gm43516,0,NA,NA,NA,NA,NA
43071,Gm43517,0,NA,NA,NA,NA,NA
43072,Gm43519,0,NA,NA,NA,NA,NA
43073,Gm43522,0,NA,NA,NA,NA,NA
43074,Gm43523,0,NA,NA,NA,NA,NA
43075,Gm43525,0,NA,NA,NA,NA,NA
43076,Gm43526,0,NA,NA,NA,NA,NA
43077,Gm43527,0,NA,NA,NA,NA,NA
43078,Gm43528,0,NA,NA,NA,NA,NA
43079,Gm43529,0,NA,NA,NA,NA,NA
43080,Gm43530,0,NA,NA,NA,NA,NA
43081,Gm43531,0,NA,NA,NA,NA,NA
43082,Gm43532,0,NA,NA,NA,NA,NA
43083,Gm43533,0,NA,NA,NA,NA,NA
43084,Gm43534,0,NA,NA,NA,NA,NA
43085,Gm43537,0,NA,NA,NA,NA,NA
43086,Gm43538,0,NA,NA,NA,NA,NA
43087,Gm43539,0,NA,NA,NA,NA,NA
43088,Gm43546,0,NA,NA,NA,NA,NA
43089,Gm43548,0,NA,NA,NA,NA,NA
43090,Gm43550,0,NA,NA,NA,NA,NA
43091,Gm43551,0,NA,NA,NA,NA,NA
43092,Gm43553,0,NA,NA,NA,NA,NA
43093,Gm43556,0,NA,NA,NA,NA,NA
43094,Gm43557,0,NA,NA,NA,NA,NA
43095,Gm43558,0,NA,NA,NA,NA,NA
43096,Gm43559,0,NA,NA,NA,NA,NA
43097,Gm43560,0,NA,NA,NA,NA,NA
43098,Gm43562,0,NA,NA,NA,NA,NA
43099,Gm43563,0,NA,NA,NA,NA,NA
43100,Gm43564,0,NA,NA,NA,NA,NA
43101,Gm43565,0,NA,NA,NA,NA,NA
43102,Gm43567,0,NA,NA,NA,NA,NA
43103,Gm43570,0,NA,NA,NA,NA,NA
43104,Gm43574,0,NA,NA,NA,NA,NA
43105,Gm43575,0,NA,NA,NA,NA,NA
43106,Gm43576,0,NA,NA,NA,NA,NA
43107,Gm43577,0,NA,NA,NA,NA,NA
43108,Gm43578,0,NA,NA,NA,NA,NA
43109,Gm43583,0,NA,NA,NA,NA,NA
43110,Gm43585,0,NA,NA,NA,NA,NA
43111,Gm43586,0,NA,NA,NA,NA,NA
43112,Gm43589,0,NA,NA,NA,NA,NA
43113,Gm43590,0,NA,NA,NA,NA,NA
43114,Gm43591,0,NA,NA,NA,NA,NA
43115,Gm43594,0,NA,NA,NA,NA,NA
43116,Gm43595,0,NA,NA,NA,NA,NA
43117,Gm43596,0,NA,NA,NA,NA,NA
43118,Gm436,0,NA,NA,NA,NA,NA
43119,Gm43600,0,NA,NA,NA,NA,NA
43120,Gm43601,0,NA,NA,NA,NA,NA
43121,Gm43602,0,NA,NA,NA,NA,NA
43122,Gm43603,0,NA,NA,NA,NA,NA
43123,Gm43605,0,NA,NA,NA,NA,NA
43124,Gm43606,0,NA,NA,NA,NA,NA
43125,Gm43607,0,NA,NA,NA,NA,NA
43126,Gm43608,0,NA,NA,NA,NA,NA
43127,Gm43610,0,NA,NA,NA,NA,NA
43128,Gm43611,0,NA,NA,NA,NA,NA
43129,Gm43612,0,NA,NA,NA,NA,NA
43130,Gm43613,0,NA,NA,NA,NA,NA
43131,Gm43614,0,NA,NA,NA,NA,NA
43132,Gm43615,0,NA,NA,NA,NA,NA
43133,Gm43616,0,NA,NA,NA,NA,NA
43134,Gm43617,0,NA,NA,NA,NA,NA
43135,Gm43618,0,NA,NA,NA,NA,NA
43136,Gm43619,0,NA,NA,NA,NA,NA
43137,Gm43624,0,NA,NA,NA,NA,NA
43138,Gm43626,0,NA,NA,NA,NA,NA
43139,Gm43629,0,NA,NA,NA,NA,NA
43140,Gm43630,0,NA,NA,NA,NA,NA
43141,Gm43631,0,NA,NA,NA,NA,NA
43142,Gm43638,0,NA,NA,NA,NA,NA
43143,Gm43639,0,NA,NA,NA,NA,NA
43144,Gm43640,0,NA,NA,NA,NA,NA
43145,Gm43641,0,NA,NA,NA,NA,NA
43146,Gm43642,0,NA,NA,NA,NA,NA
43147,Gm43643,0,NA,NA,NA,NA,NA
43148,Gm43644,0,NA,NA,NA,NA,NA
43149,Gm43645,0,NA,NA,NA,NA,NA
43150,Gm43647,0,NA,NA,NA,NA,NA
43151,Gm43648,0,NA,NA,NA,NA,NA
43152,Gm43655,0,NA,NA,NA,NA,NA
43153,Gm43656,0,NA,NA,NA,NA,NA
43154,Gm43657,0,NA,NA,NA,NA,NA
43155,Gm43659,0,NA,NA,NA,NA,NA
43156,Gm43662,0,NA,NA,NA,NA,NA
43157,Gm43664,0,NA,NA,NA,NA,NA
43158,Gm43665,0,NA,NA,NA,NA,NA
43159,Gm43666,0,NA,NA,NA,NA,NA
43160,Gm43669,0,NA,NA,NA,NA,NA
43161,Gm43670,0,NA,NA,NA,NA,NA
43162,Gm43673,0,NA,NA,NA,NA,NA
43163,Gm43674,0,NA,NA,NA,NA,NA
43164,Gm43675,0,NA,NA,NA,NA,NA
43165,Gm43676,0,NA,NA,NA,NA,NA
43166,Gm43677,0,NA,NA,NA,NA,NA
43167,Gm43678,0,NA,NA,NA,NA,NA
43168,Gm43680,0,NA,NA,NA,NA,NA
43169,Gm43683,0,NA,NA,NA,NA,NA
43170,Gm43685,0,NA,NA,NA,NA,NA
43171,Gm43686,0,NA,NA,NA,NA,NA
43172,Gm43688,0,NA,NA,NA,NA,NA
43173,Gm43689,0,NA,NA,NA,NA,NA
43174,Gm43691,0,NA,NA,NA,NA,NA
43175,Gm43697,0,NA,NA,NA,NA,NA
43176,Gm43698,0,NA,NA,NA,NA,NA
43177,Gm43699,0,NA,NA,NA,NA,NA
43178,Gm43700,0,NA,NA,NA,NA,NA
43179,Gm43701,0,NA,NA,NA,NA,NA
43180,Gm43705,0,NA,NA,NA,NA,NA
43181,Gm43706,0,NA,NA,NA,NA,NA
43182,Gm43708,0,NA,NA,NA,NA,NA
43183,Gm43709,0,NA,NA,NA,NA,NA
43184,Gm43710,0,NA,NA,NA,NA,NA
43185,Gm43715,0,NA,NA,NA,NA,NA
43186,Gm43716,0,NA,NA,NA,NA,NA
43187,Gm43717,0,NA,NA,NA,NA,NA
43188,Gm43718,0,NA,NA,NA,NA,NA
43189,Gm43719,0,NA,NA,NA,NA,NA
43190,Gm43722,0,NA,NA,NA,NA,NA
43191,Gm43723,0,NA,NA,NA,NA,NA
43192,Gm43724,0,NA,NA,NA,NA,NA
43193,Gm43725,0,NA,NA,NA,NA,NA
43194,Gm43729,0,NA,NA,NA,NA,NA
43195,Gm4373,0,NA,NA,NA,NA,NA
43196,Gm43730,0,NA,NA,NA,NA,NA
43197,Gm43731,0,NA,NA,NA,NA,NA
43198,Gm43732,0,NA,NA,NA,NA,NA
43199,Gm43733,0,NA,NA,NA,NA,NA
43200,Gm43734,0,NA,NA,NA,NA,NA
43201,Gm43735,0,NA,NA,NA,NA,NA
43202,Gm43736,0,NA,NA,NA,NA,NA
43203,Gm43739,0,NA,NA,NA,NA,NA
43204,Gm43740,0,NA,NA,NA,NA,NA
43205,Gm43741,0,NA,NA,NA,NA,NA
43206,Gm43742,0,NA,NA,NA,NA,NA
43207,Gm43744,0,NA,NA,NA,NA,NA
43208,Gm43745,0,NA,NA,NA,NA,NA
43209,Gm43746,0,NA,NA,NA,NA,NA
43210,Gm43749,0,NA,NA,NA,NA,NA
43211,Gm43750,0,NA,NA,NA,NA,NA
43212,Gm43751,0,NA,NA,NA,NA,NA
43213,Gm43753,0,NA,NA,NA,NA,NA
43214,Gm43754,0,NA,NA,NA,NA,NA
43215,Gm43755,0,NA,NA,NA,NA,NA
43216,Gm43757,0,NA,NA,NA,NA,NA
43217,Gm43760,0,NA,NA,NA,NA,NA
43218,Gm43762,0,NA,NA,NA,NA,NA
43219,Gm43763,0,NA,NA,NA,NA,NA
43220,Gm43764,0,NA,NA,NA,NA,NA
43221,Gm43765,0,NA,NA,NA,NA,NA
43222,Gm43770,0,NA,NA,NA,NA,NA
43223,Gm43772,0,NA,NA,NA,NA,NA
43224,Gm43777,0,NA,NA,NA,NA,NA
43225,Gm43779,0,NA,NA,NA,NA,NA
43226,Gm43780,0,NA,NA,NA,NA,NA
43227,Gm43781,0,NA,NA,NA,NA,NA
43228,Gm43782,0,NA,NA,NA,NA,NA
43229,Gm43784,0,NA,NA,NA,NA,NA
43230,Gm43786,0,NA,NA,NA,NA,NA
43231,Gm43789,0,NA,NA,NA,NA,NA
43232,Gm43797,0,NA,NA,NA,NA,NA
43233,Gm43798,0,NA,NA,NA,NA,NA
43234,Gm438,0,NA,NA,NA,NA,NA
43235,Gm43801,0,NA,NA,NA,NA,NA
43236,Gm43803,0,NA,NA,NA,NA,NA
43237,Gm43804,0,NA,NA,NA,NA,NA
43238,Gm43805,0,NA,NA,NA,NA,NA
43239,Gm43806,0,NA,NA,NA,NA,NA
43240,Gm43811,0,NA,NA,NA,NA,NA
43241,Gm43812,0,NA,NA,NA,NA,NA
43242,Gm43818,0,NA,NA,NA,NA,NA
43243,Gm43821,0,NA,NA,NA,NA,NA
43244,Gm43824,0,NA,NA,NA,NA,NA
43245,Gm43826,0,NA,NA,NA,NA,NA
43246,Gm43827,0,NA,NA,NA,NA,NA
43247,Gm43828,0,NA,NA,NA,NA,NA
43248,Gm43829,0,NA,NA,NA,NA,NA
43249,Gm43830,0,NA,NA,NA,NA,NA
43250,Gm43831,0,NA,NA,NA,NA,NA
43251,Gm43832,0,NA,NA,NA,NA,NA
43252,Gm43833,0,NA,NA,NA,NA,NA
43253,Gm43834,0,NA,NA,NA,NA,NA
43254,Gm43838,0,NA,NA,NA,NA,NA
43255,Gm43839,0,NA,NA,NA,NA,NA
43256,Gm43841,0,NA,NA,NA,NA,NA
43257,Gm43843,0,NA,NA,NA,NA,NA
43258,Gm43845,0,NA,NA,NA,NA,NA
43259,Gm43849,0,NA,NA,NA,NA,NA
43260,Gm43851,0,NA,NA,NA,NA,NA
43261,Gm43853,0,NA,NA,NA,NA,NA
43262,Gm43854,0,NA,NA,NA,NA,NA
43263,Gm43855,0,NA,NA,NA,NA,NA
43264,Gm43856,0,NA,NA,NA,NA,NA
43265,Gm43861,0,NA,NA,NA,NA,NA
43266,Gm43864,0,NA,NA,NA,NA,NA
43267,Gm43866,0,NA,NA,NA,NA,NA
43268,Gm43867,0,NA,NA,NA,NA,NA
43269,Gm43869,0,NA,NA,NA,NA,NA
43270,Gm43870,0,NA,NA,NA,NA,NA
43271,Gm43871,0,NA,NA,NA,NA,NA
43272,Gm43872,0,NA,NA,NA,NA,NA
43273,Gm43873,0,NA,NA,NA,NA,NA
43274,Gm43874,0,NA,NA,NA,NA,NA
43275,Gm43875,0,NA,NA,NA,NA,NA
43276,Gm43876,0,NA,NA,NA,NA,NA
43277,Gm43879,0,NA,NA,NA,NA,NA
43278,Gm43880,0,NA,NA,NA,NA,NA
43279,Gm43881,0,NA,NA,NA,NA,NA
43280,Gm43882,0,NA,NA,NA,NA,NA
43281,Gm43883,0,NA,NA,NA,NA,NA
43282,Gm43884,0,NA,NA,NA,NA,NA
43283,Gm43885,0,NA,NA,NA,NA,NA
43284,Gm43886,0,NA,NA,NA,NA,NA
43285,Gm43887,0,NA,NA,NA,NA,NA
43286,Gm43888,0,NA,NA,NA,NA,NA
43287,Gm43889,0,NA,NA,NA,NA,NA
43288,Gm43891,0,NA,NA,NA,NA,NA
43289,Gm43892,0,NA,NA,NA,NA,NA
43290,Gm43893,0,NA,NA,NA,NA,NA
43291,Gm43894,0,NA,NA,NA,NA,NA
43292,Gm43895,0,NA,NA,NA,NA,NA
43293,Gm43896,0,NA,NA,NA,NA,NA
43294,Gm43897,0,NA,NA,NA,NA,NA
43295,Gm43898,0,NA,NA,NA,NA,NA
43296,Gm43899,0,NA,NA,NA,NA,NA
43297,Gm43901,0,NA,NA,NA,NA,NA
43298,Gm43902,0,NA,NA,NA,NA,NA
43299,Gm43903,0,NA,NA,NA,NA,NA
43300,Gm43904,0,NA,NA,NA,NA,NA
43301,Gm43905,0,NA,NA,NA,NA,NA
43302,Gm43907,0,NA,NA,NA,NA,NA
43303,Gm43911,0,NA,NA,NA,NA,NA
43304,Gm43913,0,NA,NA,NA,NA,NA
43305,Gm43917,0,NA,NA,NA,NA,NA
43306,Gm43918,0,NA,NA,NA,NA,NA
43307,Gm43922,0,NA,NA,NA,NA,NA
43308,Gm43925,0,NA,NA,NA,NA,NA
43309,Gm43926,0,NA,NA,NA,NA,NA
43310,Gm43927,0,NA,NA,NA,NA,NA
43311,Gm43928,0,NA,NA,NA,NA,NA
43312,Gm43929,0,NA,NA,NA,NA,NA
43313,Gm43930,0,NA,NA,NA,NA,NA
43314,Gm43931,0,NA,NA,NA,NA,NA
43315,Gm43932,0,NA,NA,NA,NA,NA
43316,Gm43934,0,NA,NA,NA,NA,NA
43317,Gm43938,0,NA,NA,NA,NA,NA
43318,Gm43940,0,NA,NA,NA,NA,NA
43319,Gm43941,0,NA,NA,NA,NA,NA
43320,Gm43943,0,NA,NA,NA,NA,NA
43321,Gm43944,0,NA,NA,NA,NA,NA
43322,Gm43945,0,NA,NA,NA,NA,NA
43323,Gm43946,0,NA,NA,NA,NA,NA
43324,Gm43947,0,NA,NA,NA,NA,NA
43325,Gm43948,0,NA,NA,NA,NA,NA
43326,Gm43950,0,NA,NA,NA,NA,NA
43327,Gm43953,0,NA,NA,NA,NA,NA
43328,Gm43954,0,NA,NA,NA,NA,NA
43329,Gm43955,0,NA,NA,NA,NA,NA
43330,Gm43957,0,NA,NA,NA,NA,NA
43331,Gm43958,0,NA,NA,NA,NA,NA
43332,Gm43959,0,NA,NA,NA,NA,NA
43333,Gm43960,0,NA,NA,NA,NA,NA
43334,Gm43968,0,NA,NA,NA,NA,NA
43335,Gm43969,0,NA,NA,NA,NA,NA
43336,Gm43970,0,NA,NA,NA,NA,NA
43337,Gm43971,0,NA,NA,NA,NA,NA
43338,Gm43974,0,NA,NA,NA,NA,NA
43339,Gm43975,0,NA,NA,NA,NA,NA
43340,Gm43976,0,NA,NA,NA,NA,NA
43341,Gm43977,0,NA,NA,NA,NA,NA
43342,Gm43978,0,NA,NA,NA,NA,NA
43343,Gm43979,0,NA,NA,NA,NA,NA
43344,Gm4398,0,NA,NA,NA,NA,NA
43345,Gm43981,0,NA,NA,NA,NA,NA
43346,Gm43985,0,NA,NA,NA,NA,NA
43347,Gm43986,0,NA,NA,NA,NA,NA
43348,Gm43988,0,NA,NA,NA,NA,NA
43349,Gm43991,0,NA,NA,NA,NA,NA
43350,Gm43992,0,NA,NA,NA,NA,NA
43351,Gm43993,0,NA,NA,NA,NA,NA
43352,Gm43994,0,NA,NA,NA,NA,NA
43353,Gm43995,0,NA,NA,NA,NA,NA
43354,Gm43996,0,NA,NA,NA,NA,NA
43355,Gm43997,0,NA,NA,NA,NA,NA
43356,Gm43998,0,NA,NA,NA,NA,NA
43357,Gm44,0,NA,NA,NA,NA,NA
43358,Gm44000,0,NA,NA,NA,NA,NA
43359,Gm44002,0,NA,NA,NA,NA,NA
43360,Gm44003,0,NA,NA,NA,NA,NA
43361,Gm44004,0,NA,NA,NA,NA,NA
43362,Gm44006,0,NA,NA,NA,NA,NA
43363,Gm44007,0,NA,NA,NA,NA,NA
43364,Gm44009,0,NA,NA,NA,NA,NA
43365,Gm44010,0,NA,NA,NA,NA,NA
43366,Gm44012,0,NA,NA,NA,NA,NA
43367,Gm44015,0,NA,NA,NA,NA,NA
43368,Gm44016,0,NA,NA,NA,NA,NA
43369,Gm44018,0,NA,NA,NA,NA,NA
43370,Gm44019,0,NA,NA,NA,NA,NA
43371,Gm44020,0,NA,NA,NA,NA,NA
43372,Gm44022,0,NA,NA,NA,NA,NA
43373,Gm44023,0,NA,NA,NA,NA,NA
43374,Gm44024,0,NA,NA,NA,NA,NA
43375,Gm44026,0,NA,NA,NA,NA,NA
43376,Gm44028,0,NA,NA,NA,NA,NA
43377,Gm44029,0,NA,NA,NA,NA,NA
43378,Gm44030,0,NA,NA,NA,NA,NA
43379,Gm44032,0,NA,NA,NA,NA,NA
43380,Gm44034,0,NA,NA,NA,NA,NA
43381,Gm44038,0,NA,NA,NA,NA,NA
43382,Gm44039,0,NA,NA,NA,NA,NA
43383,Gm44042,0,NA,NA,NA,NA,NA
43384,Gm44043,0,NA,NA,NA,NA,NA
43385,Gm44044,0,NA,NA,NA,NA,NA
43386,Gm44045,0,NA,NA,NA,NA,NA
43387,Gm44046,0,NA,NA,NA,NA,NA
43388,Gm44048,0,NA,NA,NA,NA,NA
43389,Gm44049,0,NA,NA,NA,NA,NA
43390,Gm4405,0,NA,NA,NA,NA,NA
43391,Gm44050,0,NA,NA,NA,NA,NA
43392,Gm44051,0,NA,NA,NA,NA,NA
43393,Gm44052,0,NA,NA,NA,NA,NA
43394,Gm44054,0,NA,NA,NA,NA,NA
43395,Gm44055,0,NA,NA,NA,NA,NA
43396,Gm44056,0,NA,NA,NA,NA,NA
43397,Gm44057,0,NA,NA,NA,NA,NA
43398,Gm44058,0,NA,NA,NA,NA,NA
